El-array,xA(m),xB(m),xM(m),xN(m),Rho (Ohm.m),Dev.,M (mV/V),SP (mV) ,VMN (mV),IAB (mA),LAT,LON,AB/2,MN/2,h,POS
Schlum. VES,0,45,15,30,3270.62,2.57,11.55,28.01,14.185,0.409,4.707200127,12.34385219,22.5,7.5,8.55,60
Schlum. VES,0,105,45,60,2253.09,1.93,11.51,30.33,15.03,3.772,4.707200127,12.34385219,52.5,7.5,19.95,150
Schlum. VES,0,165,75,90,3721.48,0.6,14.04,79.01,15.159,5.759,4.707200127,12.34385219,82.5,7.5,31.35,240
Schlum. VES,0,195,90,105,3184.34,3.7,13.46,-44.89,15.403,9.573,4.707200127,12.34385219,97.5,7.5,37.05,285
Schlum. VES,0,225,105,120,4116.99,1.59,9.78,45.46,15.245,9.772,4.707200127,12.34385219,112.5,7.5,42.75,330
Schlum. VES,0,255,120,135,5245.51,0.72,10.44,85.08,15.173,9.815,4.707200127,12.34385219,127.5,7.5,48.45,375
Schlum. VES,0,285,135,150,4282.74,2.42,11.76,-49.76,15.646,15.494,4.707200127,12.34385219,142.5,7.5,54.15,420
Schlum. VES,0,315,150,165,5465.39,5.22,13.43,-29.18,15.417,14.622,4.707200127,12.34385219,157.5,7.5,59.85,465
Schlum. VES,0,345,165,180,4353.55,1.91,9.61,-7.59,15.46,22.089,4.707200127,12.34385219,172.5,7.5,65.55,510
Schlum. VES,0,375,180,195,5257.61,5.29,13.08,-22.58,15.696,21.947,4.707200127,12.34385219,187.5,7.5,71.25,555
Schlum. VES,0,405,195,210,5937.62,2.3,10.12,22.22,15.489,22.372,4.707200127,12.34385219,202.5,7.5,76.95,600
Schlum. VES,0,435,210,225,5432.6,3.44,12.46,-11.38,15.474,28.188,4.707200127,12.34385219,217.5,7.5,82.65,645
Schlum. VES,0,465,225,240,5844.78,6.02,10.96,-19.39,15.474,29.943,4.707200127,12.34385219,232.5,7.5,88.35,690
Schlum. VES,0,495,240,255,7009.95,2.61,8.54,17.31,15.36,28.085,4.707200127,12.34385219,247.5,7.5,94.05,735
Schlum. VES,15,60,30,45,2874.51,7.87,14.54,-19.62,13.698,0.449,4.706452712,12.3439071,22.5,7.5,8.55,75
Schlum. VES,15,120,60,75,2897.87,5.12,15.73,-48.91,15.037,2.934,4.706452712,12.3439071,52.5,7.5,19.95,165
Schlum. VES,15,150,75,90,3332.8,0.45,15.05,128.8,15.087,4.267,4.706452712,12.3439071,67.5,7.5,25.65,210
Schlum. VES,15,180,90,105,2797.89,4.3,13.62,-80.51,15.302,7.732,4.706452712,12.3439071,82.5,7.5,31.35,255
Schlum. VES,15,210,105,120,3664.19,0.91,10.46,107.79,15.145,8.18,4.706452712,12.3439071,97.5,7.5,37.05,300
Schlum. VES,15,240,120,135,4830.69,3.01,13.2,-29.06,15.331,8.375,4.706452712,12.3439071,112.5,7.5,42.75,345
Schlum. VES,15,270,135,150,4068.32,0.8,11.51,-7.98,15.331,12.786,4.706452712,12.3439071,127.5,7.5,48.45,390
Schlum. VES,15,300,150,165,5139.55,6.16,14.35,-22.1,15.353,12.669,4.706452712,12.3439071,142.5,7.5,54.15,435
Schlum. VES,15,330,165,180,4045.95,4.76,12.29,-11.0,15.484,19.838,4.706452712,12.3439071,157.5,7.5,59.85,480
Schlum. VES,15,360,180,195,4870.99,6.69,14.49,-20.35,15.775,20.145,4.706452712,12.3439071,172.5,7.5,65.55,525
Schlum. VES,15,390,195,210,5524.9,2.9,8.94,27.58,15.245,20.285,4.706452712,12.3439071,187.5,7.5,71.25,570
Schlum. VES,15,420,210,225,5092.1,4.33,13.2,-16.11,15.503,26.111,4.706452712,12.3439071,202.5,7.5,76.95,615
Schlum. VES,15,450,225,240,5505.52,5.16,11.95,-15.18,15.539,27.931,4.706452712,12.3439071,217.5,7.5,82.65,660
Schlum. VES,15,480,240,255,6608.92,4.01,6.54,7.04,15.302,26.187,4.706452712,12.3439071,232.5,7.5,88.35,705
Schlum. VES,30,75,45,60,2757.68,2.99,12.23,39.62,13.956,0.477,4.704486905,12.34404724,22.5,7.5,8.55,90
Schlum. VES,30,135,75,90,2950.44,0.65,14.84,92.7,14.615,2.801,4.704486905,12.34404724,52.5,7.5,19.95,180
Schlum. VES,30,165,90,105,2456.36,1.9,14.3,-63.07,15.159,5.816,4.704486905,12.34404724,67.5,7.5,25.65,225
Schlum. VES,30,195,105,120,3338.18,1.04,10.67,63.01,15.087,6.39,4.704486905,12.34404724,82.5,7.5,31.35,270
Schlum. VES,30,225,120,135,4360.19,0.04,12.26,-7.05,15.231,6.914,4.704486905,12.34404724,97.5,7.5,37.05,315
Schlum. VES,30,255,135,150,4107.73,0.48,10.85,14.0,15.159,9.739,4.704486905,12.34404724,112.5,7.5,42.75,360
Schlum. VES,30,285,150,165,4876.98,4.87,14.9,-33.93,15.35,10.679,4.704486905,12.34404724,127.5,7.5,48.45,405
Schlum. VES,30,315,165,180,3831.06,2.18,10.71,-0.39,15.245,16.877,4.704486905,12.34404724,142.5,7.5,54.15,450
Schlum. VES,30,345,180,195,4594.71,5.51,12.88,-32.54,15.36,17.328,4.704486905,12.34404724,157.5,7.5,59.85,495
Schlum. VES,30,375,195,210,5177.21,2.07,10.93,33.04,15.331,18.42,4.704486905,12.34404724,172.5,7.5,65.55,540
Schlum. VES,30,405,210,225,4806.96,4.9,13.33,-18.76,15.532,23.753,4.704486905,12.34404724,187.5,7.5,71.25,585
Schlum. VES,30,435,225,240,5209.53,4.82,12.86,-14.05,15.465,25.46,4.704486905,12.34404724,202.5,7.5,76.95,630
Schlum. VES,30,465,240,255,6293.22,2.25,8.2,8.11,15.374,24.176,4.704486905,12.34404724,217.5,7.5,82.65,675
Schlum. VES,30,525,270,285,7331.28,1.5,8.47,106.56,15.159,26.504,4.704486905,12.34404724,247.5,7.5,94.05,765
Schlum. VES,45,90,60,75,2931.0,6.49,14.94,-36.8,13.805,0.444,4.702244662,12.34421002,22.5,7.5,8.55,105
Schlum. VES,45,150,90,105,2296.28,4.94,15.24,-54.99,15.016,3.698,4.702244662,12.34421002,52.5,7.5,19.95,195
Schlum. VES,45,180,105,120,2965.38,4.15,9.82,34.44,14.987,4.763,4.702244662,12.34421002,67.5,7.5,25.65,240
Schlum. VES,45,210,120,135,3882.49,0.47,10.92,10.77,15.073,5.489,4.702244662,12.34421002,82.5,7.5,31.35,285
Schlum. VES,45,240,135,150,3767.46,2.2,10.99,3.25,15.13,7.949,4.702244662,12.34421002,97.5,7.5,37.05,330
Schlum. VES,45,270,150,165,4691.88,6.13,15.51,-19.83,15.367,8.643,4.702244662,12.34421002,112.5,7.5,42.75,375
Schlum. VES,45,300,165,180,3647.4,0.58,7.87,110.3,15.173,14.115,4.702244662,12.34421002,127.5,7.5,48.45,420
Schlum. VES,45,330,180,195,4337.77,5.38,14.1,-134.24,15.403,15.06,4.702244662,12.34421002,142.5,7.5,54.15,465
Schlum. VES,45,360,195,210,4893.56,3.16,10.1,24.34,15.532,16.452,4.702244662,12.34421002,157.5,7.5,59.85,510
Schlum. VES,45,390,210,225,4542.09,4.84,13.12,-13.4,15.603,21.369,4.702244662,12.34421002,172.5,7.5,65.55,555
Schlum. VES,45,420,225,240,4956.02,4.94,12.89,-18.69,15.539,23.049,4.702244662,12.34421002,187.5,7.5,71.25,600
Schlum. VES,45,450,240,255,6029.91,3.78,8.05,8.42,15.274,21.724,4.702244662,12.34421002,202.5,7.5,76.95,645
Schlum. VES,45,510,270,285,7115.61,5.52,10.74,-12.35,15.36,24.413,4.702244662,12.34421002,232.5,7.5,88.35,735
Schlum. VES,45,540,285,300,5270.25,6.02,11.67,-14.52,15.46,37.6,4.702244662,12.34421002,247.5,7.5,94.05,780
Schlum. VES,60,105,75,90,3150.64,0.52,11.94,86.2,13.741,0.411,4.702156568,12.34421438,22.5,7.5,8.55,120
Schlum. VES,60,135,90,105,2071.29,3.21,13.02,-52.03,13.913,1.899,4.702156568,12.34421438,37.5,7.5,14.25,165
Schlum. VES,60,165,105,120,2581.39,1.06,11.33,47.21,14.643,3.208,4.702156568,12.34421438,52.5,7.5,19.95,210
Schlum. VES,60,195,120,135,3476.63,0.58,12.91,-6.36,15.102,4.094,4.702156568,12.34421438,67.5,7.5,25.65,255
Schlum. VES,60,225,135,150,3333.92,0.1,10.97,22.77,15.188,6.44,4.702156568,12.34421438,82.5,7.5,31.35,300
Schlum. VES,60,255,150,165,4677.82,4.39,14.53,-38.64,15.274,6.462,4.702156568,12.34421438,97.5,7.5,37.05,345
Schlum. VES,60,285,165,180,3403.59,0.97,8.83,49.07,15.116,11.72,4.702156568,12.34421438,112.5,7.5,42.75,390
Schlum. VES,60,315,180,195,4077.16,5.52,14.19,-82.59,15.381,12.8,4.702156568,12.34421438,127.5,7.5,48.45,435
Schlum. VES,60,345,195,210,4579.31,1.92,10.36,36.61,15.288,14.159,4.702156568,12.34421438,142.5,7.5,54.15,480
Schlum. VES,60,375,210,225,4252.37,4.88,13.94,-21.98,15.403,18.776,4.702156568,12.34421438,157.5,7.5,59.85,525
Schlum. VES,60,405,225,240,4662.84,4.55,13.52,-12.51,15.345,20.471,4.702156568,12.34421438,172.5,7.5,65.55,570
Schlum. VES,60,435,240,255,5712.34,1.25,9.51,104.72,15.087,19.416,4.702156568,12.34421438,187.5,7.5,71.25,615
Schlum. VES,60,495,270,285,6801.05,2.41,8.03,13.74,15.317,22.287,4.702156568,12.34421438,217.5,7.5,82.65,705
Schlum. VES,60,525,285,300,5073.34,5.12,10.61,-14.27,15.446,34.432,4.702156568,12.34421438,232.5,7.5,88.35,750
Schlum. VES,60,555,300,315,4907.17,0.31,8.2,113.59,15.216,39.746,4.702156568,12.34421438,247.5,7.5,94.05,795
Schlum. VES,75,120,90,105,2640.13,4.69,13.77,-41.05,14.185,0.506,4.701861022,12.34423609,22.5,7.5,8.55,135
Schlum. VES,75,150,105,120,2744.32,9.85,15.82,64.79,14.522,1.496,4.701861022,12.34423609,37.5,7.5,14.25,180
Schlum. VES,75,180,120,135,3153.96,2.49,13.58,-8.81,14.586,2.615,4.701861022,12.34423609,52.5,7.5,19.95,225
Schlum. VES,75,210,135,150,2976.53,2.04,12.11,60.34,15.087,4.777,4.701861022,12.34423609,67.5,7.5,25.65,270
Schlum. VES,75,240,150,165,4258.59,4.86,15.04,-63.46,15.231,5.056,4.701861022,12.34423609,82.5,7.5,31.35,315
Schlum. VES,75,270,165,180,3257.36,3.45,8.88,3.81,15.216,9.246,4.701861022,12.34423609,97.5,7.5,37.05,360
Schlum. VES,75,300,180,195,3884.69,7.08,14.57,-42.6,15.374,10.444,4.701861022,12.34423609,112.5,7.5,42.75,405
Schlum. VES,75,330,195,210,4322.87,3.11,11.08,24.67,15.345,12.044,4.701861022,12.34423609,127.5,7.5,48.45,450
Schlum. VES,75,360,210,225,4014.44,4.21,13.06,-13.35,15.493,16.368,4.701861022,12.34423609,142.5,7.5,54.15,495
Schlum. VES,75,390,225,240,4407.99,4.84,13.12,-25.29,15.696,18.458,4.701861022,12.34423609,157.5,7.5,59.85,540
Schlum. VES,75,420,240,255,5466.0,1.74,9.01,46.08,15.403,17.528,4.701861022,12.34423609,172.5,7.5,65.55,585
Schlum. VES,75,480,270,285,6572.48,1.92,8.39,18.7,15.345,20.024,4.701861022,12.34423609,202.5,7.5,76.95,675
Schlum. VES,75,510,285,300,4909.44,1.11,8.55,96.6,15.173,30.585,4.701861022,12.34423609,217.5,7.5,82.65,720
Schlum. VES,75,540,300,315,4856.09,3.12,10.23,-41.01,15.575,36.273,4.701861022,12.34423609,232.5,7.5,88.35,765
Schlum. VES,75,570,315,330,4329.84,1.35,9.71,22.54,15.345,45.427,4.701861022,12.34423609,247.5,7.5,94.05,810
Schlum. VES,90,135,105,120,2793.18,2.24,10.01,46.91,18.727,0.632,4.696249589,12.3446437,22.5,7.5,8.55,150
Schlum. VES,90,165,120,135,2981.12,4.57,11.19,-3.5,14.29,1.355,4.696249589,12.3446437,37.5,7.5,14.25,195
Schlum. VES,90,195,135,150,2750.55,0.14,12.85,28.4,14.959,3.075,4.696249589,12.3446437,52.5,7.5,19.95,240
Schlum. VES,90,225,150,165,3786.45,6.2,14.19,23.75,15.095,3.757,4.696249589,12.3446437,67.5,7.5,25.65,285
Schlum. VES,90,255,165,180,3283.3,4.75,13.72,-30.09,15.317,6.595,4.696249589,12.3446437,82.5,7.5,31.35,330
Schlum. VES,90,285,180,195,3629.82,5.22,14.14,-56.11,15.396,8.395,4.696249589,12.3446437,97.5,7.5,37.05,375
Schlum. VES,90,315,195,210,4073.7,2.24,10.86,39.92,15.317,9.922,4.696249589,12.3446437,112.5,7.5,42.75,420
Schlum. VES,90,345,210,225,3744.15,0.1,10.66,56.22,15.274,13.841,4.696249589,12.3446437,127.5,7.5,48.45,465
Schlum. VES,90,375,225,240,4143.11,4.53,12.29,-85.62,15.546,15.914,4.696249589,12.3446437,142.5,7.5,54.15,510
Schlum. VES,90,405,240,255,5142.15,4.74,9.34,12.52,15.317,15.44,4.696249589,12.3446437,157.5,7.5,59.85,555
Schlum. VES,90,465,270,285,6306.74,0.78,9.43,127.32,15.345,17.887,4.696249589,12.3446437,187.5,7.5,71.25,645
Schlum. VES,90,495,285,300,4783.96,4.89,12.69,-57.24,15.56,27.896,4.696249589,12.3446437,202.5,7.5,76.95,690
Schlum. VES,90,525,300,315,4707.54,3.86,10.92,-13.41,15.474,32.53,4.696249589,12.3446437,217.5,7.5,82.65,735
Schlum. VES,90,555,315,330,4251.15,0.97,9.13,41.11,15.374,40.901,4.696249589,12.3446437,232.5,7.5,88.35,780
Schlum. VES,90,585,330,345,3426.16,3.26,10.9,-35.3,15.317,57.302,4.696249589,12.3446437,247.5,7.5,94.05,825
Schlum. VES,105,150,120,135,3119.62,0.18,11.09,3.51,13.755,0.416,4.695199085,12.34471804,22.5,7.5,8.55,165
Schlum. VES,105,180,135,150,2382.85,7.85,9.97,12.07,14.264,1.692,4.695199085,12.34471804,37.5,7.5,14.25,210
Schlum. VES,105,210,150,165,3282.86,5.93,15.53,-16.43,14.851,2.558,4.695199085,12.34471804,52.5,7.5,19.95,255
Schlum. VES,105,240,165,180,2816.63,0.1,10.42,63.86,14.887,4.981,4.695199085,12.34471804,67.5,7.5,25.65,300
Schlum. VES,105,270,180,195,3287.45,5.71,14.88,-102.09,15.374,6.611,4.695199085,12.34471804,82.5,7.5,31.35,345
Schlum. VES,105,300,195,210,3676.03,0.72,11.38,108.98,15.173,8.17,4.695199085,12.34471804,97.5,7.5,37.05,390
Schlum. VES,105,330,210,225,3378.71,3.74,14.38,-60.24,15.36,11.997,4.695199085,12.34471804,112.5,7.5,42.75,435
Schlum. VES,105,360,225,240,3725.09,4.58,13.8,-55.27,15.403,14.029,4.695199085,12.34471804,127.5,7.5,48.45,480
Schlum. VES,105,390,240,255,4668.0,2.29,9.54,25.98,15.274,13.877,4.695199085,12.34471804,142.5,7.5,54.15,525
Schlum. VES,105,420,255,270,9091.51,0.55,10.28,64.42,15.188,8.659,4.695199085,12.34471804,157.5,7.5,59.85,570
Schlum. VES,105,450,270,285,5911.76,4.6,11.58,-19.77,15.482,16.29,4.695199085,12.34471804,172.5,7.5,65.55,615
Schlum. VES,105,480,285,300,4470.39,5.2,12.57,-20.06,15.474,25.447,4.695199085,12.34471804,187.5,7.5,71.25,660
Schlum. VES,105,510,300,315,4428.79,1.1,8.95,1.35,15.36,29.745,4.695199085,12.34471804,202.5,7.5,76.95,705
Schlum. VES,105,540,315,330,4060.53,0.73,9.47,42.96,15.345,37.399,4.695199085,12.34471804,217.5,7.5,82.65,750
Schlum. VES,105,570,330,345,3286.91,4.21,12.3,-36.44,15.288,52.604,4.695199085,12.34471804,232.5,7.5,88.35,795
Schlum. VES,105,600,345,360,3262.04,0.79,10.9,-6.98,15.388,60.466,4.695199085,12.34471804,247.5,7.5,94.05,840
Schlum. VES,120,165,135,150,2361.92,1.77,9.73,19.11,13.884,0.554,4.695073357,12.34472676,22.5,7.5,8.55,180
Schlum. VES,120,195,150,165,3203.88,5.86,12.01,-33.43,14.708,1.298,4.695073357,12.34472676,37.5,7.5,14.25,225
Schlum. VES,120,225,165,180,2519.35,1.38,11.04,21.56,14.93,3.351,4.695073357,12.34472676,52.5,7.5,19.95,270
Schlum. VES,120,255,180,195,3239.41,5.52,12.34,6.73,14.937,4.346,4.695073357,12.34472676,67.5,7.5,25.65,315
Schlum. VES,120,285,195,210,3349.98,0.89,12.88,3.58,15.288,6.452,4.695073357,12.34472676,82.5,7.5,31.35,360
Schlum. VES,120,315,210,225,3082.38,4.42,13.39,-41.42,15.388,9.881,4.695073357,12.34472676,97.5,7.5,37.05,405
Schlum. VES,120,345,225,240,3385.09,5.74,13.24,-19.39,15.331,11.952,4.695073357,12.34472676,112.5,7.5,42.75,450
Schlum. VES,120,375,240,255,4242.26,0.06,10.47,113.31,15.173,12.136,4.695073357,12.34472676,127.5,7.5,48.45,495
Schlum. VES,120,405,255,270,8409.94,4.45,13.19,-81.35,15.331,7.731,4.695073357,12.34472676,142.5,7.5,54.15,540
Schlum. VES,120,435,270,285,5493.62,1.24,11.54,1.65,15.345,14.479,4.695073357,12.34472676,157.5,7.5,59.85,585
Schlum. VES,120,495,300,315,4216.05,0.67,9.72,-4.05,15.331,26.732,4.695073357,12.34472676,187.5,7.5,71.25,675
Schlum. VES,120,525,315,330,3869.44,0.72,9.31,50.62,15.302,33.918,4.695073357,12.34472676,202.5,7.5,76.95,720
Schlum. VES,120,555,330,345,3164.64,0.37,10.03,91.2,15.016,46.955,4.695073357,12.34472676,217.5,7.5,82.65,765
Schlum. VES,120,585,345,360,3182.18,3.91,12.28,-130.29,15.503,55.099,4.695073357,12.34472676,232.5,7.5,88.35,810
Schlum. VES,120,615,360,375,2970.42,1.35,9.25,76.31,15.259,65.846,4.695073357,12.34472676,247.5,7.5,94.05,855
Schlum. VES,135,210,165,180,2460.52,8.01,9.94,1.93,14.249,1.637,4.694960117,12.3447421,37.5,7.5,14.25,240
Schlum. VES,135,240,180,195,2958.98,7.64,14.17,-30.14,14.643,2.798,4.694960117,12.3447421,52.5,7.5,19.95,285
Schlum. VES,135,270,195,210,3122.35,0.01,11.82,95.7,15.045,4.541,4.694960117,12.3447421,67.5,7.5,25.65,330
Schlum. VES,135,300,210,225,2851.56,3.62,13.79,-80.27,15.388,7.629,4.694960117,12.3447421,82.5,7.5,31.35,375
Schlum. VES,135,330,225,240,3077.69,1.92,10.49,78.76,15.202,9.776,4.694960117,12.3447421,97.5,7.5,37.05,420
Schlum. VES,135,360,240,255,3922.84,4.97,13.12,-41.16,15.379,10.346,4.694960117,12.3447421,112.5,7.5,42.75,465
Schlum. VES,135,390,255,270,7760.37,4.35,12.13,-44.91,15.36,6.715,4.694960117,12.3447421,127.5,7.5,48.45,510
Schlum. VES,135,420,270,285,5125.97,1.69,9.81,18.74,15.202,12.578,4.694960117,12.3447421,142.5,7.5,54.15,555
Schlum. VES,135,450,285,300,3980.05,3.42,12.48,-9.96,15.331,19.967,4.694960117,12.3447421,157.5,7.5,59.85,600
Schlum. VES,135,480,300,315,3998.68,0.88,8.81,8.3,15.446,24.027,4.694960117,12.3447421,172.5,7.5,65.55,645
Schlum. VES,135,510,315,330,3725.06,1.39,8.63,42.22,15.403,30.397,4.694960117,12.3447421,187.5,7.5,71.25,690
Schlum. VES,135,540,330,345,3076.25,0.76,9.76,20.22,15.188,42.343,4.694960117,12.3447421,202.5,7.5,76.95,735
Schlum. VES,135,570,345,360,3086.71,0.18,10.06,38.89,15.259,48.922,4.694960117,12.3447421,217.5,7.5,82.65,780
Schlum. VES,135,600,360,375,2936.77,2.48,10.72,-14.96,15.489,59.648,4.694960117,12.3447421,232.5,7.5,88.35,825
Schlum. VES,135,630,375,390,2702.46,0.33,10.15,85.64,15.087,71.56,4.694960117,12.3447421,247.5,7.5,94.05,870
Schlum. VES,150,195,165,180,2566.09,3.65,9.85,7.14,13.956,0.513,4.694850566,12.3447421,22.5,7.5,8.55,210
Schlum. VES,150,225,180,195,2704.84,3.61,12.79,-44.19,14.5,1.516,4.694850566,12.3447421,37.5,7.5,14.25,255
Schlum. VES,150,255,195,210,3151.28,1.69,11.97,57.4,14.457,2.594,4.694850566,12.3447421,52.5,7.5,19.95,300
Schlum. VES,150,285,210,225,2523.05,2.75,13.53,-50.58,15.216,5.684,4.694850566,12.3447421,67.5,7.5,25.65,345
Schlum. VES,150,315,225,240,2751.61,1.13,10.75,14.57,15.216,7.818,4.694850566,12.3447421,82.5,7.5,31.35,390
Schlum. VES,150,345,240,255,3485.47,4.37,12.88,-11.57,15.322,8.7,4.694850566,12.3447421,97.5,7.5,37.05,435
Schlum. VES,150,375,255,270,6893.47,5.03,12.01,-19.92,15.231,5.831,4.694850566,12.3447421,112.5,7.5,42.75,480
Schlum. VES,150,405,270,285,4657.94,0.96,11.49,3.05,15.388,11.209,4.694850566,12.3447421,127.5,7.5,48.45,525
Schlum. VES,150,435,285,300,3632.94,1.63,9.8,3.64,15.188,17.73,4.694850566,12.3447421,142.5,7.5,54.15,570
Schlum. VES,150,465,300,315,3729.49,0.74,10.27,-4.58,15.517,21.568,4.694850566,12.3447421,157.5,7.5,59.85,615
Schlum. VES,150,495,315,330,3497.71,0.84,9.53,54.48,15.345,27.29,4.694850566,12.3447421,172.5,7.5,65.55,660
Schlum. VES,150,525,330,345,2902.13,0.42,10.35,99.74,15.002,38.0,4.694850566,12.3447421,187.5,7.5,71.25,705
Schlum. VES,150,555,345,360,2967.18,3.29,10.72,-96.81,15.517,44.852,4.694850566,12.3447421,202.5,7.5,76.95,750
Schlum. VES,150,585,360,375,2832.52,1.16,8.06,131.2,15.159,52.962,4.694850566,12.3447421,217.5,7.5,82.65,795
Schlum. VES,150,615,375,390,2630.89,1.57,10.83,-36.02,15.231,65.474,4.694850566,12.3447421,232.5,7.5,88.35,840
Schlum. VES,150,645,390,405,2502.61,2.3,11.62,-72.04,15.345,78.595,4.694850566,12.3447421,247.5,7.5,94.05,885
Schlum. VES,165,210,180,195,3002.92,7.5,14.12,-35.73,13.655,0.429,4.694731962,12.3447509,22.5,7.5,8.55,225
Schlum. VES,165,240,195,210,3117.74,7.93,14.76,70.73,14.085,1.277,4.694731962,12.3447509,37.5,7.5,14.25,270
Schlum. VES,165,270,210,225,2437.54,4.63,14.76,-49.22,14.901,3.457,4.694731962,12.3447509,52.5,7.5,19.95,315
Schlum. VES,165,300,225,240,2541.64,3.43,11.91,64.0,14.944,5.542,4.694731962,12.3447509,67.5,7.5,25.65,360
Schlum. VES,165,330,240,255,3135.8,4.83,14.38,-48.27,15.159,6.834,4.694731962,12.3447509,82.5,7.5,31.35,405
Schlum. VES,165,360,255,270,6240.6,4.76,13.11,-33.56,15.064,4.777,4.694731962,12.3447509,97.5,7.5,37.05,450
Schlum. VES,165,390,270,285,4200.69,1.64,10.24,21.51,15.216,9.559,4.694731962,12.3447509,112.5,7.5,42.75,495
Schlum. VES,165,420,285,300,3401.54,4.88,13.1,-9.06,15.274,15.235,4.694731962,12.3447509,127.5,7.5,48.45,540
Schlum. VES,165,450,300,315,3509.85,0.88,9.55,10.45,15.331,18.525,4.694731962,12.3447509,142.5,7.5,54.15,585
Schlum. VES,165,480,315,330,3305.22,0.32,10.76,154.99,15.202,23.842,4.694731962,12.3447509,157.5,7.5,59.85,630
Schlum. VES,165,510,330,345,2776.15,2.32,13.23,-68.7,15.575,34.897,4.694731962,12.3447509,172.5,7.5,65.55,675
Schlum. VES,165,540,345,360,2855.73,0.04,9.33,15.75,15.116,38.913,4.694731962,12.3447509,187.5,7.5,71.25,720
Schlum. VES,165,570,360,375,2730.89,1.28,9.61,40.29,15.374,48.283,4.694731962,12.3447509,202.5,7.5,76.95,765
Schlum. VES,165,600,375,390,2571.84,2.19,11.6,-17.11,15.231,58.605,4.694731962,12.3447509,217.5,7.5,82.65,810
Schlum. VES,165,630,390,405,2454.12,2.59,12.24,-44.59,15.216,70.124,4.694731962,12.3447509,232.5,7.5,88.35,855
Schlum. VES,165,660,405,420,2567.88,1.09,9.3,153.21,15.159,75.667,4.694731962,12.3447509,247.5,7.5,94.05,900
Schlum. VES,180,225,195,210,3216.46,3.21,9.59,49.92,18.87,0.553,4.694207339,12.34476398,22.5,7.5,8.55,240
Schlum. VES,180,255,210,225,2671.09,0.74,13.28,-36.82,14.17,1.5,4.694207339,12.34476398,37.5,7.5,14.25,285
Schlum. VES,180,285,225,240,2241.69,1.02,10.34,4.36,14.758,3.723,4.694207339,12.34476398,52.5,7.5,19.95,330
Schlum. VES,180,315,240,255,2743.71,4.44,13.9,-14.96,15.15,5.204,4.694207339,12.34476398,67.5,7.5,25.65,375
Schlum. VES,180,345,255,270,5375.16,5.51,13.32,-15.25,14.937,3.929,4.694207339,12.34476398,82.5,7.5,31.35,420
Schlum. VES,180,375,270,285,3653.64,0.85,11.55,-4.83,15.274,8.274,4.694207339,12.34476398,97.5,7.5,37.05,465
Schlum. VES,180,405,285,300,2977.09,3.45,9.6,9.26,15.145,13.425,4.694207339,12.34476398,112.5,7.5,42.75,510
Schlum. VES,180,435,300,315,3157.23,0.56,9.16,118.12,15.059,16.183,4.694207339,12.34476398,127.5,7.5,48.45,555
Schlum. VES,180,465,315,330,3030.94,2.77,11.82,-8.68,15.589,21.813,4.694207339,12.34476398,142.5,7.5,54.15,600
Schlum. VES,180,495,330,345,2558.7,0.01,9.98,29.7,15.259,30.914,4.694207339,12.34476398,157.5,7.5,59.85,645
Schlum. VES,180,525,345,360,2667.86,3.33,11.91,-77.63,15.446,36.013,4.694207339,12.34476398,172.5,7.5,65.55,690
Schlum. VES,180,555,360,375,2584.62,1.12,9.63,61.4,15.374,43.728,4.694207339,12.34476398,187.5,7.5,71.25,735
Schlum. VES,180,585,375,390,2452.95,0.27,10.48,3.75,15.202,53.153,4.694207339,12.34476398,202.5,7.5,76.95,780
Schlum. VES,180,615,390,405,2357.11,1.92,11.85,-40.52,15.302,64.245,4.694207339,12.34476398,217.5,7.5,82.65,825
Schlum. VES,180,645,405,420,2492.19,0.65,9.95,151.94,15.145,68.728,4.694207339,12.34476398,232.5,7.5,88.35,870
