El-array,xA(m),xB(m),xM(m),xN(m),Rho (Ohm.m),Dev.,M (mV/V),SP (mV) ,VMN (mV),IAB (mA),LAT,LON,AB/2,MN/2,h,POS
Schlum. VES,180,675,420,435,3037.63,2.75,11.46,-46.57,15.36,64.812,4.694207339,12.34476398,247.5,7.5,94.05,915
Schlum. VES,195,240,210,225,3004.91,4.66,13.85,-27.65,13.946,0.437,4.693919839,12.34481217,22.5,7.5,8.55,255
Schlum. VES,195,300,240,255,2521.66,5.86,14.35,-18.78,15.023,3.369,4.693919839,12.34481217,52.5,7.5,19.95,345
Schlum. VES,195,330,255,270,4652.27,0.52,11.38,28.43,14.758,2.99,4.693919839,12.34481217,67.5,7.5,25.65,390
Schlum. VES,195,360,270,285,3177.62,5.26,13.18,-26.46,15.295,6.805,4.693919839,12.34481217,82.5,7.5,31.35,435
Schlum. VES,195,390,285,300,2639.83,0.11,10.43,85.78,15.173,11.376,4.693919839,12.34481217,97.5,7.5,37.05,480
Schlum. VES,195,420,300,315,2877.19,2.75,11.58,-28.89,15.517,14.232,4.693919839,12.34481217,112.5,7.5,42.75,525
Schlum. VES,195,450,315,330,2771.15,1.58,10.12,17.14,15.374,18.824,4.693919839,12.34481217,127.5,7.5,48.45,570
Schlum. VES,195,480,330,345,2367.13,1.0,11.84,0.92,15.417,27.622,4.693919839,12.34481217,142.5,7.5,54.15,615
Schlum. VES,195,510,345,360,2470.01,0.84,9.67,62.71,14.887,31.242,4.693919839,12.34481217,157.5,7.5,59.85,660
Schlum. VES,195,540,360,375,2445.76,1.95,11.06,-14.73,15.532,39.502,4.693919839,12.34481217,172.5,7.5,65.55,705
Schlum. VES,195,570,375,390,2323.22,0.16,11.49,-1.6,15.216,48.149,4.693919839,12.34481217,187.5,7.5,71.25,750
Schlum. VES,195,600,390,405,2259.44,2.83,12.24,-30.32,15.102,57.325,4.693919839,12.34481217,202.5,7.5,76.95,795
Schlum. VES,195,630,405,420,2409.33,1.03,10.6,147.59,15.202,62.441,4.693919839,12.34481217,217.5,7.5,82.65,840
Schlum. VES,195,660,420,435,2957.65,3.18,12.92,-52.23,15.202,58.131,4.693919839,12.34481217,232.5,7.5,88.35,885
Schlum. VES,195,690,435,450,2490.66,3.61,13.8,-37.51,15.102,77.718,4.693919839,12.34481217,247.5,7.5,94.05,930
Schlum. VES,210,255,225,240,3287.99,0.43,11.36,-3.45,13.626,0.391,4.693812048,12.34482097,22.5,7.5,8.55,270
Schlum. VES,210,285,240,255,2414.11,4.33,10.79,-3.38,14.462,1.694,4.693812048,12.34482097,37.5,7.5,14.25,315
Schlum. VES,210,315,255,270,4235.24,2.42,12.79,-9.38,14.342,1.915,4.693812048,12.34482097,52.5,7.5,19.95,360
Schlum. VES,210,345,270,285,2759.65,6.75,12.21,98.21,15.03,5.133,4.693812048,12.34482097,67.5,7.5,25.65,405
Schlum. VES,210,375,285,300,2329.98,4.98,14.57,-42.27,15.46,9.38,4.693812048,12.34482097,82.5,7.5,31.35,450
Schlum. VES,210,405,300,315,2550.29,1.01,11.13,-8.28,15.288,11.865,4.693812048,12.34482097,97.5,7.5,37.05,495
Schlum. VES,210,435,315,330,2508.21,0.5,10.64,43.63,15.202,15.994,4.693812048,12.34482097,112.5,7.5,42.75,540
Schlum. VES,210,465,330,345,2162.68,0.9,10.45,89.38,15.188,23.827,4.693812048,12.34482097,127.5,7.5,48.45,585
Schlum. VES,210,495,345,360,2302.98,2.68,11.5,-90.51,15.56,28.656,4.693812048,12.34482097,142.5,7.5,54.15,630
Schlum. VES,210,525,360,375,2267.18,1.74,9.92,37.11,15.46,35.347,4.693812048,12.34482097,157.5,7.5,59.85,675
Schlum. VES,210,555,375,390,2198.96,0.43,10.02,9.13,15.345,43.409,4.693812048,12.34482097,172.5,7.5,65.55,720
Schlum. VES,210,585,390,405,2171.59,2.04,11.95,-34.85,15.431,52.239,4.693812048,12.34482097,187.5,7.5,71.25,765
Schlum. VES,210,615,405,420,2327.54,0.78,10.79,151.68,15.245,56.175,4.693812048,12.34482097,202.5,7.5,76.95,810
Schlum. VES,210,645,420,435,2880.77,2.8,11.82,-50.25,15.388,52.862,4.693812048,12.34482097,217.5,7.5,82.65,855
Schlum. VES,210,675,435,450,2410.1,4.02,13.05,-47.4,15.317,71.876,4.693812048,12.34482097,232.5,7.5,88.35,900
Schlum. VES,210,705,450,465,3290.9,4.63,13.4,-115.22,15.474,60.271,4.693812048,12.34482097,247.5,7.5,94.05,945
Schlum. VES,225,270,240,255,2455.24,1.41,10.85,2.21,13.784,0.529,4.693698892,12.34483195,22.5,7.5,8.55,285
Schlum. VES,225,300,255,270,3887.31,1.66,13.38,-15.22,14.142,1.029,4.693698892,12.34483195,37.5,7.5,14.25,330
Schlum. VES,225,330,270,285,2346.28,1.64,10.1,27.95,14.83,3.574,4.693698892,12.34483195,52.5,7.5,19.95,375
Schlum. VES,225,360,285,300,1973.95,3.53,12.54,-10.56,15.317,7.313,4.693698892,12.34483195,67.5,7.5,25.65,420
Schlum. VES,225,390,300,315,2193.7,0.81,9.62,9.31,15.288,9.852,4.693698892,12.34483195,82.5,7.5,31.35,465
Schlum. VES,225,420,315,330,2219.98,2.26,10.55,28.8,15.274,13.617,4.693698892,12.34483195,97.5,7.5,37.05,510
Schlum. VES,225,450,330,345,1944.66,0.13,11.73,28.14,15.302,20.766,4.693698892,12.34483195,112.5,7.5,42.75,555
Schlum. VES,225,480,345,360,2077.51,2.95,12.09,-63.32,15.532,25.366,4.693698892,12.34483195,127.5,7.5,48.45,600
Schlum. VES,225,510,360,375,2068.0,0.79,10.07,78.69,15.274,31.324,4.693698892,12.34483195,142.5,7.5,54.15,645
Schlum. VES,225,540,375,390,2044.89,0.2,11.48,-0.87,15.532,39.371,4.693698892,12.34483195,157.5,7.5,59.85,690
Schlum. VES,225,570,390,405,2022.2,2.4,10.21,-23.53,15.546,47.82,4.693698892,12.34483195,172.5,7.5,65.55,735
Schlum. VES,225,600,405,420,2198.25,1.43,10.09,142.09,15.36,51.366,4.693698892,12.34483195,187.5,7.5,71.25,780
Schlum. VES,225,630,420,435,2749.14,2.76,10.28,-49.6,15.288,47.695,4.693698892,12.34483195,202.5,7.5,76.95,825
Schlum. VES,225,660,435,450,2318.3,3.13,12.37,-31.12,15.331,65.443,4.693698892,12.34483195,217.5,7.5,82.65,870
Schlum. VES,225,690,450,465,3205.63,4.94,14.11,-120.73,15.388,54.292,4.693698892,12.34483195,232.5,7.5,88.35,915
Schlum. VES,225,720,465,480,2704.54,1.92,9.26,42.83,15.546,73.677,4.693698892,12.34483195,247.5,7.5,94.05,960
Schlum. VES,240,285,255,270,3655.26,4.86,9.98,-12.11,13.504,0.348,4.693249622,12.34488241,22.5,7.5,8.55,300
Schlum. VES,240,315,270,285,2140.93,9.89,7.95,5.92,14.321,1.891,4.693249622,12.34488241,37.5,7.5,14.25,345
Schlum. VES,240,345,285,300,1722.5,1.33,9.81,1.5,14.901,4.892,4.693249622,12.34488241,52.5,7.5,19.95,390
Schlum. VES,240,375,300,315,1900.27,3.77,10.81,90.38,15.002,7.44,4.693249622,12.34488241,67.5,7.5,25.65,435
Schlum. VES,240,405,315,330,1941.68,1.97,12.75,-22.52,15.274,11.121,4.693249622,12.34488241,82.5,7.5,31.35,480
Schlum. VES,240,435,330,345,1720.93,2.46,13.21,-14.26,15.288,17.582,4.693249622,12.34488241,97.5,7.5,37.05,525
Schlum. VES,240,465,345,360,1852.25,4.74,12.06,-28.1,15.331,21.842,4.693249622,12.34488241,112.5,7.5,42.75,570
Schlum. VES,240,495,360,375,1873.2,1.72,9.61,66.15,15.288,27.691,4.693249622,12.34488241,127.5,7.5,48.45,615
Schlum. VES,240,525,375,390,1855.85,0.13,10.75,10.06,15.231,34.807,4.693249622,12.34488241,142.5,7.5,54.15,660
Schlum. VES,240,555,390,405,1875.17,1.89,10.89,-33.4,15.302,42.301,4.693249622,12.34488241,157.5,7.5,59.85,705
Schlum. VES,240,585,405,420,2070.12,0.49,10.36,151.96,15.216,45.723,4.693249622,12.34488241,172.5,7.5,65.55,750
Schlum. VES,240,615,420,435,2608.48,2.24,12.52,-50.06,15.36,43.287,4.693249622,12.34488241,187.5,7.5,71.25,795
Schlum. VES,240,645,435,450,2224.34,4.41,13.43,-41.12,15.03,57.953,4.693249622,12.34488241,202.5,7.5,76.95,840
Schlum. VES,240,675,450,465,3047.53,4.28,13.9,-126.49,15.532,50.435,4.693249622,12.34488241,217.5,7.5,82.65,885
Schlum. VES,240,705,465,480,2661.11,1.26,9.67,62.61,15.002,63.757,4.693249622,12.34488241,232.5,7.5,88.35,930
Schlum. VES,255,300,270,285,2223.15,3.44,7.17,12.91,13.612,0.577,4.692689041,12.34491309,22.5,7.5,8.55,315
Schlum. VES,255,330,285,300,1659.24,3.26,11.73,-3.5,14.457,2.464,4.692689041,12.34491309,37.5,7.5,14.25,360
Schlum. VES,255,360,300,315,1773.54,0.06,10.52,35.72,14.987,4.779,4.692689041,12.34491309,52.5,7.5,19.95,405
Schlum. VES,255,390,315,330,1745.11,2.56,11.68,5.32,15.317,8.272,4.692689041,12.34491309,67.5,7.5,25.65,450
Schlum. VES,255,420,330,345,1550.75,2.29,12.09,-0.1,15.288,13.937,4.692689041,12.34491309,82.5,7.5,31.35,495
Schlum. VES,255,450,345,360,1684.96,2.63,12.32,-47.8,15.532,18.244,4.692689041,12.34491309,97.5,7.5,37.05,540
Schlum. VES,255,480,360,375,1687.83,0.09,10.2,90.61,15.331,23.97,4.692689041,12.34491309,112.5,7.5,42.75,585
Schlum. VES,255,510,375,390,1689.37,0.08,10.98,-4.7,15.374,30.877,4.692689041,12.34491309,127.5,7.5,48.45,630
Schlum. VES,255,540,390,405,1741.3,3.12,11.71,-17.09,15.259,37.166,4.692689041,12.34491309,142.5,7.5,54.15,675
Schlum. VES,255,570,405,420,1928.52,1.91,10.58,138.35,15.46,41.555,4.692689041,12.34491309,157.5,7.5,59.85,720
Schlum. VES,255,600,420,435,2470.45,3.04,11.25,-44.66,15.288,38.494,4.692689041,12.34491309,172.5,7.5,65.55,765
Schlum. VES,255,630,435,450,2133.86,2.98,12.69,-42.55,15.575,53.656,4.692689041,12.34491309,187.5,7.5,71.25,810
Schlum. VES,255,660,450,465,2939.82,4.68,12.59,-114.26,15.281,44.58,4.692689041,12.34491309,202.5,7.5,76.95,855
Schlum. VES,255,690,465,480,2609.33,2.08,9.67,35.3,15.36,58.252,4.692689041,12.34491309,217.5,7.5,82.65,900
Schlum. VES,255,720,480,495,2686.33,0.72,9.09,32.78,15.188,63.942,4.692689041,12.34491309,232.5,7.5,88.35,945
Schlum. VES,270,315,285,300,2202.64,1.62,10.68,1.16,13.798,0.59,4.692586614,12.34490647,22.5,7.5,8.55,330
Schlum. VES,270,345,300,315,2251.1,9.58,8.15,8.83,14.321,1.799,4.692586614,12.34490647,37.5,7.5,14.25,375
Schlum. VES,270,375,315,330,1928.42,0.37,10.76,37.3,15.002,4.399,4.692586614,12.34490647,52.5,7.5,19.95,420
Schlum. VES,270,405,330,345,1579.29,3.43,11.97,45.21,15.259,9.106,4.692586614,12.34490647,67.5,7.5,25.65,465
Schlum. VES,270,435,345,360,1661.07,2.86,11.93,-82.46,15.374,13.085,4.692586614,12.34490647,82.5,7.5,31.35,510
Schlum. VES,270,465,360,375,1632.9,2.17,9.96,63.17,15.503,18.791,4.692586614,12.34490647,97.5,7.5,37.05,555
Schlum. VES,270,495,375,390,1632.64,0.25,11.12,16.25,15.317,24.757,4.692586614,12.34490647,112.5,7.5,42.75,600
Schlum. VES,270,525,390,405,1676.72,1.76,12.35,-36.26,15.417,31.197,4.692586614,12.34490647,127.5,7.5,48.45,645
Schlum. VES,270,555,405,420,1894.09,0.47,10.52,158.66,15.259,34.168,4.692586614,12.34490647,142.5,7.5,54.15,690
Schlum. VES,270,585,420,435,2443.18,2.27,12.49,-62.63,15.431,32.74,4.692586614,12.34490647,157.5,7.5,59.85,735
Schlum. VES,270,615,435,450,2121.05,3.96,12.83,-32.17,15.431,45.255,4.692586614,12.34490647,172.5,7.5,65.55,780
Schlum. VES,270,645,450,465,2963.43,4.98,13.95,-127.75,15.704,38.956,4.692586614,12.34490647,187.5,7.5,71.25,825
Schlum. VES,270,675,465,480,2590.77,1.31,8.64,61.73,15.145,50.136,4.692586614,12.34490647,202.5,7.5,76.95,870
Schlum. VES,270,705,480,495,2770.87,1.74,9.12,11.84,15.474,55.266,4.692586614,12.34490647,217.5,7.5,82.65,915
Schlum. VES,285,330,300,315,2503.19,2.69,7.47,13.44,13.597,0.512,4.692143798,12.34493698,22.5,7.5,8.55,345
Schlum. VES,285,360,315,330,1915.35,9.33,6.99,30.3,14.35,2.118,4.692143798,12.34493698,37.5,7.5,14.25,390
Schlum. VES,285,390,330,345,1449.66,0.12,10.94,3.81,15.13,5.902,4.692143798,12.34493698,52.5,7.5,19.95,435
Schlum. VES,285,420,345,360,1499.91,4.9,11.32,36.65,15.102,9.489,4.692143798,12.34493698,67.5,7.5,25.65,480
Schlum. VES,285,450,360,375,1470.5,1.63,11.6,3.87,15.532,14.932,4.692143798,12.34493698,82.5,7.5,31.35,525
Schlum. VES,285,480,375,390,1434.91,0.38,11.73,-8.02,15.388,21.226,4.692143798,12.34493698,97.5,7.5,37.05,570
Schlum. VES,285,510,390,405,1494.24,2.57,11.61,-11.72,15.216,26.873,4.692143798,12.34493698,112.5,7.5,42.75,615
Schlum. VES,285,540,405,420,1727.22,1.12,9.72,132.99,15.345,30.144,4.692143798,12.34493698,127.5,7.5,48.45,660
Schlum. VES,285,570,420,435,2247.0,3.96,12.11,-44.45,15.288,28.856,4.692143798,12.34493698,142.5,7.5,54.15,705
Schlum. VES,285,600,435,450,1989.31,2.68,14.79,-46.19,15.618,40.696,4.692143798,12.34493698,157.5,7.5,59.85,750
Schlum. VES,285,630,450,465,2799.56,4.84,13.71,-104.03,15.407,34.234,4.692143798,12.34493698,172.5,7.5,65.55,795
Schlum. VES,285,660,465,480,2479.07,2.33,9.13,27.74,15.274,45.292,4.692143798,12.34493698,187.5,7.5,71.25,840
Schlum. VES,285,690,480,495,2683.57,0.78,9.12,36.36,15.202,48.585,4.692143798,12.34493698,202.5,7.5,76.95,885
Schlum. VES,285,720,495,510,3175.29,3.73,11.25,-65.06,15.288,47.646,4.692143798,12.34493698,217.5,7.5,82.65,930
Schlum. VES,300,345,315,330,2257.8,1.69,7.51,39.32,13.411,0.56,4.692040617,12.34494578,22.5,7.5,8.55,360
Schlum. VES,300,375,330,345,1416.29,2.11,10.56,-14.76,14.729,2.94,4.692040617,12.34494578,37.5,7.5,14.25,405
Schlum. VES,300,405,345,360,1331.02,3.87,12.44,-12.62,15.173,6.446,4.692040617,12.34494578,52.5,7.5,19.95,450
Schlum. VES,300,435,360,375,1265.47,3.71,10.5,37.91,15.245,11.354,4.692040617,12.34494578,67.5,7.5,25.65,495
Schlum. VES,300,465,375,390,1227.86,0.23,11.17,15.72,15.46,17.8,4.692040617,12.34494578,82.5,7.5,31.35,540
Schlum. VES,300,495,390,405,1292.4,1.18,12.03,-38.37,15.446,23.654,4.692040617,12.34494578,97.5,7.5,37.05,585
Schlum. VES,300,525,405,420,1496.34,0.14,11.06,158.6,15.36,27.088,4.692040617,12.34494578,112.5,7.5,42.75,630
Schlum. VES,300,555,420,435,2007.11,1.83,11.34,-66.44,15.489,26.183,4.692040617,12.34494578,127.5,7.5,48.45,675
Schlum. VES,300,585,435,450,1804.95,4.29,13.69,-28.63,15.446,36.293,4.692040617,12.34494578,142.5,7.5,54.15,720
Schlum. VES,300,615,450,465,2573.41,4.4,14.39,-123.64,15.56,31.343,4.692040617,12.34494578,157.5,7.5,59.85,765
Schlum. VES,300,645,465,480,2308.09,0.92,9.03,58.32,15.317,41.279,4.692040617,12.34494578,172.5,7.5,65.55,810
Schlum. VES,300,675,480,495,2476.79,1.67,8.97,8.65,15.417,45.759,4.692040617,12.34494578,187.5,7.5,71.25,855
Schlum. VES,300,705,495,510,3052.54,4.43,11.71,-41.51,15.302,42.994,4.692040617,12.34494578,202.5,7.5,76.95,900
Schlum. VES,315,360,330,345,1979.45,4.02,10.49,-11.41,13.726,0.654,4.69193819,12.3449524,22.5,7.5,8.55,375
Schlum. VES,315,390,345,360,1495.09,3.33,10.02,-35.12,14.586,2.758,4.69193819,12.3449524,37.5,7.5,14.25,420
Schlum. VES,315,420,360,375,1242.4,0.28,10.56,70.41,15.159,6.9,4.69193819,12.3449524,52.5,7.5,19.95,465
Schlum. VES,315,450,375,390,1131.25,0.06,12.24,-8.05,15.317,12.761,4.69193819,12.3449524,67.5,7.5,25.65,510
Schlum. VES,315,480,390,405,1114.38,1.74,12.12,-11.03,15.489,19.649,4.69193819,12.3449524,82.5,7.5,31.35,555
Schlum. VES,315,510,405,420,1290.54,2.38,10.54,122.52,15.503,23.776,4.69193819,12.3449524,97.5,7.5,37.05,600
Schlum. VES,315,540,420,435,1770.28,3.41,12.76,-37.28,15.417,22.982,4.69193819,12.3449524,112.5,7.5,42.75,645
Schlum. VES,315,570,435,450,1603.76,2.67,13.91,-53.73,15.661,33.132,4.69193819,12.3449524,127.5,7.5,48.45,690
Schlum. VES,315,600,450,465,2329.59,4.97,13.27,-91.4,15.46,28.146,4.69193819,12.3449524,142.5,7.5,54.15,735
Schlum. VES,315,630,465,480,2122.26,1.31,9.75,19.72,15.46,37.761,4.69193819,12.3449524,157.5,7.5,59.85,780
Schlum. VES,315,660,480,495,2300.83,0.14,10.68,40.18,15.259,41.254,4.69193819,12.3449524,172.5,7.5,65.55,825
Schlum. VES,315,690,495,510,2883.28,3.65,11.91,-68.32,15.503,39.527,4.69193819,12.3449524,187.5,7.5,71.25,870
Schlum. VES,315,720,510,525,2716.61,1.27,8.85,2.12,15.345,48.447,4.69193819,12.3449524,202.5,7.5,76.95,915
Schlum. VES,330,375,345,360,2218.54,4.39,9.79,-26.78,13.402,0.569,4.691422535,12.34499188,22.5,7.5,8.55,390
Schlum. VES,330,405,360,375,1392.46,4.72,11.93,93.13,14.624,2.969,4.691422535,12.34499188,37.5,7.5,14.25,435
Schlum. VES,330,435,375,390,1118.39,1.97,12.86,-15.99,15.216,7.694,4.691422535,12.34499188,52.5,7.5,19.95,480
Schlum. VES,330,465,390,405,1011.36,2.66,11.77,75.02,15.159,14.127,4.691422535,12.34499188,67.5,7.5,25.65,525
Schlum. VES,330,495,405,420,1126.47,2.03,11.03,49.35,15.517,19.474,4.691422535,12.34499188,82.5,7.5,31.35,570
Schlum. VES,330,525,420,435,1519.68,1.11,12.97,-72.94,15.503,20.191,4.691422535,12.34499188,97.5,7.5,37.05,615
Schlum. VES,330,555,435,450,1416.51,4.57,13.02,-21.61,15.431,28.748,4.691422535,12.34499188,112.5,7.5,42.75,660
Schlum. VES,330,585,450,465,2094.73,4.49,13.9,-119.81,15.403,24.948,4.691422535,12.34499188,127.5,7.5,48.45,705
Schlum. VES,330,615,465,480,1920.03,0.85,9.64,57.36,15.317,33.833,4.691422535,12.34499188,142.5,7.5,54.15,750
Schlum. VES,330,645,480,495,2124.1,0.09,10.75,2.41,15.403,37.589,4.691422535,12.34499188,157.5,7.5,59.85,795
Schlum. VES,330,675,495,510,2620.57,4.55,13.66,-34.85,15.388,36.527,4.691422535,12.34499188,172.5,7.5,65.55,840
Schlum. VES,330,705,510,525,2602.89,4.08,11.73,-29.97,15.489,43.745,4.691422535,12.34499188,187.5,7.5,71.25,885
Schlum. VES,345,390,360,375,1726.52,1.47,7.84,84.79,13.382,0.731,4.691178203,12.34501158,22.5,7.5,8.55,405
Schlum. VES,345,420,375,390,1222.25,1.72,10.79,-15.52,14.801,3.424,4.691178203,12.34501158,37.5,7.5,14.25,450
Schlum. VES,345,450,390,405,1028.6,0.35,10.97,34.99,15.202,8.358,4.691178203,12.34501158,52.5,7.5,19.95,495
Schlum. VES,345,480,405,420,980.62,4.64,10.67,61.67,15.317,14.721,4.691178203,12.34501158,67.5,7.5,25.65,540
Schlum. VES,345,510,420,435,1292.83,4.04,12.68,-36.02,15.245,16.671,4.691178203,12.34501158,82.5,7.5,31.35,585
Schlum. VES,345,540,435,450,1225.77,1.9,12.9,-59.93,15.56,25.125,4.691178203,12.34501158,97.5,7.5,37.05,630
Schlum. VES,345,570,450,465,1817.84,4.92,13.07,-77.29,15.281,22.183,4.691178203,12.34501158,112.5,7.5,42.75,675
Schlum. VES,345,600,465,480,1710.7,2.36,9.79,13.97,15.446,30.634,4.691178203,12.34501158,127.5,7.5,48.45,720
Schlum. VES,345,630,480,495,1909.92,0.3,9.64,39.47,15.216,33.79,4.691178203,12.34501158,142.5,7.5,54.15,765
Schlum. VES,345,660,495,510,2396.72,3.4,12.4,-67.07,15.489,33.499,4.691178203,12.34501158,157.5,7.5,59.85,810
Schlum. VES,345,690,510,525,2404.53,1.29,9.44,1.71,15.259,39.475,4.691178203,12.34501158,172.5,7.5,65.55,855
Schlum. VES,345,720,525,540,2273.84,2.29,7.41,33.41,15.159,49.01,4.691178203,12.34501158,187.5,7.5,71.25,900
Schlum. VES,360,405,375,390,1545.34,0.99,8.3,-7.46,13.784,0.841,4.69107762,12.3450182,22.5,7.5,8.55,420
Schlum. VES,360,435,390,405,1157.94,8.88,7.95,0.39,14.822,3.619,4.69107762,12.3450182,37.5,7.5,14.25,465
Schlum. VES,360,465,405,420,979.54,0.05,11.09,105.0,15.259,8.809,4.69107762,12.3450182,52.5,7.5,19.95,510
Schlum. VES,360,495,420,435,1151.87,4.2,12.08,52.33,15.13,12.38,4.69107762,12.3450182,67.5,7.5,25.65,555
Schlum. VES,360,525,435,450,1045.55,2.1,12.64,-135.77,15.575,21.059,4.69107762,12.3450182,82.5,7.5,31.35,600
Schlum. VES,360,555,450,465,1590.19,3.34,14.14,-113.02,15.689,19.527,4.69107762,12.3450182,97.5,7.5,37.05,645
Schlum. VES,360,585,465,480,1513.57,0.37,10.8,54.89,15.302,26.68,4.69107762,12.3450182,112.5,7.5,42.75,690
Schlum. VES,360,615,480,495,1707.98,0.08,10.27,-4.37,15.403,30.598,4.69107762,12.3450182,127.5,7.5,48.45,735
Schlum. VES,360,645,495,510,2174.98,4.55,12.4,-27.42,15.417,30.063,4.69107762,12.3450182,142.5,7.5,54.15,780
Schlum. VES,360,675,510,525,2171.17,3.85,12.59,-31.77,15.474,36.945,4.69107762,12.3450182,157.5,7.5,59.85,825
Schlum. VES,360,705,525,540,2149.77,1.16,6.08,73.25,15.045,43.531,4.69107762,12.3450182,172.5,7.5,65.55,870
Schlum. VES,375,420,390,405,1576.59,0.22,8.76,2.71,13.454,0.804,4.690841334,12.3450332,22.5,7.5,8.55,435
Schlum. VES,375,450,405,420,1244.96,10.18,7.72,91.27,14.93,3.391,4.690841334,12.3450332,37.5,7.5,14.25,480
Schlum. VES,375,480,420,435,1107.1,0.42,11.17,10.62,15.259,7.794,4.690841334,12.3450332,52.5,7.5,19.95,525
Schlum. VES,375,510,435,450,921.97,4.97,12.17,8.75,15.138,15.474,4.690841334,12.3450332,67.5,7.5,25.65,570
Schlum. VES,375,540,450,465,1390.47,3.59,13.56,-177.27,15.489,15.748,4.690841334,12.3450332,82.5,7.5,31.35,615
Schlum. VES,375,570,465,480,1312.04,3.07,9.73,8.4,15.517,23.408,4.690841334,12.3450332,97.5,7.5,37.05,660
Schlum. VES,375,600,480,495,1503.81,0.09,9.56,35.28,15.417,27.054,4.690841334,12.3450332,112.5,7.5,42.75,705
Schlum. VES,375,630,495,510,1945.54,2.77,14.02,-67.37,15.618,27.236,4.690841334,12.3450332,127.5,7.5,48.45,750
Schlum. VES,375,660,510,525,1955.16,0.98,9.11,9.74,15.331,33.256,4.690841334,12.3450332,142.5,7.5,54.15,795
Schlum. VES,375,690,525,540,1990.57,2.61,6.82,29.69,15.245,39.7,4.690841334,12.3450332,157.5,7.5,59.85,840
Schlum. VES,375,720,540,555,2772.09,6.79,12.05,-56.57,15.367,34.482,4.690841334,12.3450332,172.5,7.5,65.55,885
Schlum. VES,390,435,405,420,1488.79,0.94,8.57,108.49,13.841,0.876,4.689688822,12.34511627,22.5,7.5,8.55,450
Schlum. VES,390,465,420,435,1243.39,4.21,9.23,-30.92,14.873,3.382,4.689688822,12.34511627,37.5,7.5,14.25,495
Schlum. VES,390,495,435,450,889.0,4.68,13.4,-22.55,15.388,9.788,4.689688822,12.34511627,52.5,7.5,19.95,540
Schlum. VES,390,525,450,465,1193.44,5.47,12.89,-17.29,15.216,12.017,4.689688822,12.34511627,67.5,7.5,25.65,585
Schlum. VES,390,555,465,480,1149.56,2.72,13.22,-58.79,15.388,18.924,4.689688822,12.34511627,82.5,7.5,31.35,630
Schlum. VES,390,585,480,495,1321.89,1.02,11.52,-8.44,15.317,22.933,4.689688822,12.34511627,97.5,7.5,37.05,675
Schlum. VES,390,615,495,510,1706.24,4.58,13.14,-22.6,15.345,23.734,4.689688822,12.34511627,112.5,7.5,42.75,720
Schlum. VES,390,645,510,525,1759.55,1.6,10.72,177.9,15.145,29.203,4.689688822,12.34511627,127.5,7.5,48.45,765
Schlum. VES,390,675,525,540,1776.32,3.4,10.94,-117.36,15.202,36.297,4.689688822,12.34511627,142.5,7.5,54.15,810
Schlum. VES,390,705,540,555,2596.0,5.1,12.08,-99.16,15.61,31.171,4.689688822,12.34511627,157.5,7.5,59.85,855
Schlum. VES,405,450,420,435,1828.64,3.34,10.93,-28.66,13.683,0.705,4.709388055,12.34368154,22.5,7.5,8.55,465
Schlum. VES,405,480,435,450,980.06,4.56,10.18,-55.98,15.13,4.365,4.709388055,12.34368154,37.5,7.5,14.25,510
Schlum. VES,405,510,450,465,1132.31,4.79,14.88,-43.53,15.341,7.661,4.709388055,12.34368154,52.5,7.5,19.95,555
Schlum. VES,405,540,465,480,1021.23,2.18,13.57,-38.49,15.46,14.268,4.709388055,12.34368154,67.5,7.5,25.65,600
Schlum. VES,405,570,480,495,1126.0,0.15,10.46,26.08,15.173,19.051,4.709388055,12.34368154,82.5,7.5,31.35,645
Schlum. VES,405,600,495,510,1474.89,2.52,11.71,109.12,15.159,20.342,4.709388055,12.34368154,97.5,7.5,37.05,690
